title,date,views,comment_count,time,comment
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,RIP Dee's Mate 30 Pro..
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,this episode damn funny weih 🤣
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,The chemistry between you guys are just so super awesome
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,21 hours ago,What airforces is Dee Kosh wearing? Looking fresh my dude.
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,Ehh dee... Charizard can mega evolutions to charizard X and Y .. So ... Yahh
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,Just go to tong Fong fatt chicken rice at Ghim Moh hawker centre
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,He heard yellow. sO DiD i
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,"Do Food King reviews by estate? (Yishun, Tampines etc)"
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,"Next time I am loaded, i will go to these places"
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,Oh my god finally my fav chicken rice store is featured but you guys shld try the other soup( the dark one with the peanuts) it tastes so good like even better than the normal soup!
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,20 hours ago (edited),O no 😱 all my fav eateries have been discover by Food King esp the Katong chicken rice. The soup is different every time I go there!
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,I live in the east so...
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,Early gang where you at?
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,9 hours ago,My heart shattered when i saw the cracked mate 30 pro
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,20 hours ago,Why didn’t they allow you to feature them at first??
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,8 hours ago,Im here looking for the comment pointing out to Deekosh that Charizard still has a mega evolution~ technically not the final evolution 🤣🤣🤣🤣
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,4 hours ago,Damn funny when the Uncle announce the number and the music drops!!
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,Welp there is charizard Ex
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,I want the chicken rice store new owner!
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,AHHHHHHHHH dees phone; -;
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,16 hours ago,OMG the last sentence!  🤦‍♂️🤦‍♂️🤦‍♂️
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,Just do it ryan 😂
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,17 hours ago,"Chinese food bisnes logic..
At home -taste so good can open restoren edy...
Eat out -taste so good like home cooking.."
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,Try kampong chicken rice along thomson road. Postal code:574390
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,19 hours ago,OHHHH NOOOO!!!! MY FAV CHICKEN RICE PLACE IS DISCLOSED :((( and the Roxy square wanton mee
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,Lots of hidden treasures in Katong.. :)
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,Lol aiken god bless you. Btw did anyone know they had tik tok???
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,9 hours ago,they rate the food while the staff that made it is just working in the background? lol. ok
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,Whos here before 50 views?
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,Hands down the best best chicken rice indeed!
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,Oh oh... Somebody owe Deekosh a new phone. Lol
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,How come that Aloha Snack Bar worshipper can eat babi? Or is he an apunehneh?
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,i had some good and one bad experience before with the chicken rice.... the rice was so hard one time that i totally leave the entire plate however the soup is not bad.
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,3 hours ago,noc buy new phone for dee kosh..surprise him 😂🤣
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,that is my fav chicken rice too..!!!
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,wanna try the chicken rice and might omg
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,Yes this chicken rice is really really good....the queue can be very long though. Truly deserve A Michelin Star even though they dun really need one 😂
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,Yey Food King awww wheres Sylvia?! Anyways hope ya enjoy your food =3
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,Uwu deekosh using one plus 7T pro
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,16 hours ago,But you wouldn’t order the squid or the fish or the fish or the squid
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,Mr chicken rice at downtown east is rly rly rly goooooood
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,rip dee's phone haha
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,Oh no the Mate 30 pro D:
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,I am early for the first time:)
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,9 hours ago,Totally agree that that's the best chicken rice. Eating in single I'm a teenage till now. Love it.
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,I used to live around Katong
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,Yoooooo the last place is near my church ehhhhh
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,I only know the north
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,lmao degosh ph is a new one
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,5 hours ago,am i the only one who expected this to be solely about chicken rice dishes🤷🏻‍♂️(eventhough they did do that before)
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,Oh no the chicken rice was the cutest
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,2nd !!!
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,7:50 to 7:58
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,"You should review the little bakery that sells banana pies at the basement of Katong shopping centre. Their banana pies, coconut pies, chocolate tarts and scones are so good!"
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,Second and early
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,"Dear @aiken, ""unexplainable"" = inexplicable*"
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,13 hours ago,"what a find, that uncle wanton mee stall. if u didn't tell me, i'd thought some hipster trying to modernise  it. arty farty."
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,Best chicken rice!!!! No doubt
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,All I hear is initiate retreat hahaha
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,18 hours ago,Please go to ZILAN SHOP WHICH IS A BEST CHICKEN RICE SHOP IN HOUGANG
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,katong has the best ice cream too.... birds of paradise...!
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,I’m third?
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,4 hours ago,Hands down the best chicken rice in Singapore!!
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,damn the son
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,🤔 I work in Katong for intern
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,13 hours ago,LOL dee giving 1 star for the chicken rice cos deep down he wants approval from Aiken and Ryan
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,"Is that a Huawei Mate 30 Pro??? OMG it's not even released yet, advance copy eh? And you broke it already.."
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,"Go try the chicken rice stall at Anchorvale Link 303
I personally think it’s damn foodking good, like legit gem"
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,Yay early for once 😄
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,20 hours ago,Dee just gets better. Love e combi of FK. Love you ppl !!!
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,11 hours ago,"Sadly,the rice is white when I was eating the chicken rice.. :( But,the meal is still VERY NAICE"
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,Best chicken rice in Singapore most flavoursome
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,What exactly is poCk?
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,OMG the chicken rice stall successor is the same guy who went viral on FB for dancing to Senorita in front of his stall. Wild.
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,Is the delicious bonesles chicken halal?
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,Aiken has been losing weight eh!!
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,Early!
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,4th!
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,Damm I am Peranakan
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,19 hours ago,Katong got Meet & Meat!
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,16 hours ago,Finally they featured the katong chicken rice 100% agree best in Singapore
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,Early!!
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,early!
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,"go n try opp temasek poly beside the kfc kopitiam, Fong Kee Chicken Rice!!!"
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,LOOOOOOOOOOOOOOOOOOOL!!!!
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,17 hours ago,Just here to see if Dee Kosh kena skinned alive by Sylvia yet
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,"Hi foodking, can you do good indian food?"
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,21 hours ago,Why never go to Tien Tien chicken rice stall very famous also what you should try.
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,Katong Chicken Rice is super unique. During my house renovation our management placed us up at the hotel near katong v and I HAD THIS EVERYDAY omg its so good. While i was craving soup at the same time wow. its super good. And furthermore i live near too. Affordable as a student and wow 5-7$ for chicken rice and soup and veggies wow man. Its legit value and super rare. I recommend you guys to try ! i promise you its value for money.
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,im early
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,14 hours ago,Akien is wearing his taghuaer watch?
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,12 hours ago,Are any of these places halal?
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,Do me shout out please !
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,22 hours ago,"Hahaha poor aiken at the end, put makeup still look like sxxx"
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,go to holland close blk 6
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,Shocking!
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,Fourth in comments
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,Dee Kosh  Friend me in mobile legends@Yuda887
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,Early
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,I’m fourth?
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,@14:28 thank me later
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,14 hours ago,Upper Thompson Road Nam Kee Chicken Rice
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,Are these guys gay?
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,can you guys say if it's halal certified or not? btw love food king
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,20 hours ago,iNITIATE RETREAT
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,吃喝玩乐 actually means eat and play
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,"@NOC 
Don't forget the part about 3 soups.
1. Clear Soup (Daily)
2. Chicken + Carrot + Corn Soup (Daily)
3. Black Bean Pork Soup (Fridays/Weekends)"
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,15 hours ago,我还以为我们会开车了 hahahahhaah you guys are really mdan good eh
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,can yall try canteen food
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,Omg nice video especially with dee kosh
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,12 hours ago,would travel to Singapore just to eat the chicken rice there. I swear it's not for the son. Or maybe
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,I'm 97th
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,East side best side 😉
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,9 hours ago,The Illuminati is back boizzz
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,👍🏻
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,first woohoo
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,Try chezcake bistro...
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,Tonkatsu is pork cutlet... but the Chinese subtitles say its chicken cutlet
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,4 hours ago,awhh the mate 30 pro
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,Early
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,13 hours ago,i would go all the way to katong to see the son and the chicken rice
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,Peranakan is real lah.
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,2th
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,21 hours ago,Chinese Swimming Club’s chicken rice is not bad too
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,Teo Heng chicken rice is the best
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,early
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,4th
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,4th
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,18 hours ago,Aiken pants is like a ketupat
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,chicken rice stall
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,Is Singapore Truly the World's Most Expensive City in 2019 ?
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,fourth
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,21 hours ago,👨‍🍳
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,First
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,First
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,Ryan looks chubby
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,HI
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,20 hours ago,Ooo
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,Hahhhh funny video dude
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,Great
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,lol funny fat indian man
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,Hi
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,Hi
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,Hi
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,Hi
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,Hi
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,Aiken put makeup still looks like babi eh. Hahahha
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,East side best side other side backside
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,15 hours ago,"guys, Hainanese Delicacy at far east plaza is the best chicken rice in my opinion, please give it a try especially their salted vegetable soup, its the best in my opinion. just amazing"
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,Yay foodies
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,Hiiiiiii
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,"ehhh, i wouldn't say the katong chicken rice is the best in singapore, maybe top 5, i don't really think the title of best chicken rice belongs to any stall IMO, but this stall is the most satisfying meal because of all the extra items"
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,Forth
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,Fourth
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,"like to pay respect to dee’s phone
👇🏻"
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,"Rip Dee kosh's phone at 1:06

Oof"
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,Tenth
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,wah the chicken rice shop’s son is cute
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,13 hours ago,Title so misleading... and no... this is not the best chicken rice in SG
