title,date,views,comment_count,time,comment
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,"Now i know why food king did not feature katong chicken rice in their best chicken rice episode. I was like, what where is katong chicken rice?!?!?! 

Another thing about their chicken rice is that they don use the knife to pat the meat flat before cutting it. I think by doing that, the meat is thick, juicy and substantial when u bite into it. 

And yes their soup is like some super elixir where after u drink it, u feel like all ur ailments are healed."
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago (edited),"I am sorry, this is good chicken but its not Hainanese Chicken Rice. Too much garnish, sauce and garlic bits (!).. also, what's the deal with Achar? Those in the East still can have Tian Tian if they want the Hainanese version."
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago (edited),∂σи'т ʝυ∂gє вυт ι ∂σи'т яєαℓℓу ℓιкє ¢нι¢кєи яι¢є вυт ι ℓσνє тнє яσχу ѕqυαяє ωαgσи мєє.
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,"Love this episode and  hope that you guys would do another one.  I hope that you guys would be able to feature Katsuya, a japanese tonkutsu restaurant that i have been going to for years now.  Thank you :)"
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,Yay finally food king I’m going to be hungry as hell! Rip dee kosh’s iphone!!!! F in the chat boys!
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,19 hours ago,"Please don't be offended when I say this, ive been eating katong chicken rice close to 30 years, I think recent months the rice taste more inferior then what it usually is. Don't know what they did to it, but the rice isn't as good anymore."
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,Ello
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,Second nice video noc
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,Do a Ba Kut Teh episode please;)
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,Minecraft is better than Fortnite
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,Omg is that Chicken Rice uncle's son the same one in that Senorita video? I literally just came across him dancing to Senorita on Fb like before watching this. 😂😂
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,"out of 100% of the ppl who will go to the katong chicken rice stall 
10% will be for soup
60% for the actual chicken rice





30% for the son"
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,Am I the only one who wanted to know who this cute guy is? 11:30 🤔
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,ok can we just agree that west side is residential side and east side is good food side
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago (edited),"Me : omg can I queue for this free paper




Someone : just queue lor....... bak"
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,"These are the people who love food
👇"
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago,"Aiken, really need to suck in the tummy. LOL. But he's cute!"
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,1 day ago (edited),WHOEVER UNLIKED IM GONNA KICK!
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,I would travel all the way to Singapore to see the son at the chicken rice stall🤧
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,Soup is Pink Dolphin that’s hot. Quote of the week
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,"rip deekosh phone
1969 - 2019"
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,is no one gonna talk about the fact dee says “gUrL” like “gOurLe” 😂
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,The last time i was this early that Singapore wasn't a country.
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,I WAS LEGIT SCARED BY THE PHONE FALLING
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,WHICH MORPHE BRUSH DID YOU USE GURL- AIKEN 2019 HAHHAHHAHAAHHA
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,"Deekosh is getting better and better and better with his puns each episode.
Fucking genius siaaaa
Love this guy"
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,Gurllll the chicken rice store's owner's son doh 😍
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,"Dee kosh is such a drama queen




But I predicted he was going to give 1 star"
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,"Yes, I would like a LaDIE Hair Cut.


That must be why it’s more expensive than the men’s. Instead of your usual scissors, they use swords. It’s all part of the Ladie experience."
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,"THE CHICKEN RICE STALL SON IS SO CUTE

Update: I found his IG 😍❤️"
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,"Lololol
Deekosh: put make up still look like shiit. 😂"
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,"dee: ""thank you for Bei-ing here""
HAHAHAHAHHAHAHA"
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,aiken looks like he's lost weight yasssss way to go.
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,"Oh well when Dee Kosh drop his phone I said ‘ Oh Well, life is life’"
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,Piece de resistance - Ryan 2019
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,Now I want to book a trip to Singapore just to eat this Chicken Rice.
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,"Someone makes a pun, everyone :*Eeeeyyhhh* 😂"
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,"""The hardest work I done this year"" 

Sure...."
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,Omg yesss finally my fav childhood chicken rice is featured AHAHAHAH
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,"Ryan looks like he's been putting on weight... time for Sylvia to take over?

Also I honestly wonder what Hirzi has against peranakans... (from the whole peranakan is a state of mind line from the Benzi project)"
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,Good time eat drink is like “Are you having a good time? Let me stuff food and drinks in your stomach.”
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,the Katong chicken rice legit v nice I used to have tuition there so after tuition I’ll go down to eat their chicken rice for lunch and I was P3 at that time lol
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,Oh damn the second chicken rice guy is hot
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,I hate how the title spoiled the ending...
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,THE UNCLE SO CUTE LAAA HAHAHAHAHAHAHAHAHAHAH
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,"how many takes you guys need to take for the lifting, holding and playing around with dee kosh :)"
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,im here just to see the chicken rice owner's son
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,This is what happens when you eat too much food bois
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,"PLEASE SEE:
I highly recommend you to go to Hougang Avenue 1 Block 105 Market to eat the following food:
- Carrot Fingers
- Yi Liu Xiang Nasi Lemak
- Blue Star Hokkien Mee 
- Da Zhong Coffee Stall's Coffee
- Kway Chap beside Blue Star Hokkien Mee

IS VERY GOOD! :)"
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,Please try Thaipan at Mandarin Garden! They’re a zhichar place that sells the best butter squid. Was my go to place after classes in JC
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,"The height of the drop isn't high at all. Built of that phone is really quite questionable. If it was banned, this wouldn't have happened. HAHA."
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,I'll come from Malaysia just to see the son that take over the chicken rice stall
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,Its 12 am and i got test tomorrow but i cant miss food king 😂
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,Finally Aiken wearing his taghuer
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,1:44 Am I the only one who hears Aiken say quid instead of squid? 😅
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,singapore is so small how far can it be lol
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,Sad life to dee kosh phone 2019📱😢☹️
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,"7:22 word pun started
7:30 some more
13:18 just rate 3 stars without Dee

Summary of the video:
Ultimate evolution of good food in places that are frozen in time."
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,The best nasi padang in singapore please. It's help tourist like me a lot.
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,I carry heavier teammates in call of duty...
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,"The last time I was this early, Majapahit Empire was still exist."
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,Is it just me or this is like really the first time Food King features sotong lol.
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,"When your early and don’t know what to say

Me:hi...."
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,Your foodking logo was at the one everyone thinks is the best in joo chiat 🤣
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,is aiken wearing the watch ryan gave him?
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,I’m in the North East. Does that count as north? Or East?
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,"the best thing about this episode so far is the son that has taken over.
""3...2...1, ITS 3 STARS AND IT'S FOOD KING GOOD."""
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,I coming again to Singapore just for that Chicken rice!
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,Finally chicken and rice on this show rip deekoshes phone btw
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,"MAKE A FOOD KING VID ABOUT THE BEST LAKSAAAAAA, ITS MANDATORY 🥘"
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,Did Dee Kosh mention pontianak as in the city “pontianak” ?
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,I will never be able to look at youtiao the same way again.
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,that last comment from dee is hilarious.
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,I don't know what to say... I tried their food there. It was wonderful!
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,"Wah if you say to my grandma ""peranakan is a state of mind"" she will f*cking bite your backside sia..."
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,I think you need to have some basic manners and respects for other business owners.
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,"I was literally at school when they
 filmed this vid
Lol"
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,Anyone actually rewind/playback when the uncle announced number 33? 😂
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,"can someone help what is meant by ""peranakan restaurant”?"
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,"look at my phone
look at my 
look at my 
phone



yep dee its so pretty now 😍"
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,3:00 aw man i thought it was his toe
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,10:48 yOoOoOOo i eat that before and its rly damn nice sia everytime i go there always long queue one
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,"me : loves chicken rice
also me : stays in woodlands





""PAAA CAN WE GO KATONG TRY THE CHICKEN RICE PLSSS""
pa : nO"
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,"Katong chicken rice. Good memories. After secondary school, chiong go Katong play LAN then eat chicken rice then go home"
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,Already know dee kosh gonna give 1 star for the chicken rice.  Whenever the food is really good he'll try to give that skeptical face
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,Wah the son is hot lah that's for sure😂😂😂
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,OMG my fave chicken rice and its featured now I have to fight the crowd even more than usual
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,You all should have tried Dona Manis too!
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,Is pontianak that dee kosh mentioned same with kuntilanak in indonesia?
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,"Oh yeah FYI, the nonya restaurant that ryan is referring to is the Chilli Padi Nonya Restaurant @ Joo ChIat.  =)"
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,"OMG dose food looks so nice




FOODDDDDDDDDDDDDDDD KINGGGGGGGGGGGGGGG 
GOODDDDDDDDDDDDDD"
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,Aiken flexin his tag heuer XD
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,"Thank you to everyone behind (and infront) Food King. It was an emotional and tough week for me, but this 16 min 29 sec break from reality made me smile. Thank you 😊"
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,I've been to that wanton noodle store! My grandma is scared of him as he shouts really loud
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,Dee Kosh being like “can I play mobile legends” I be like wtf
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,BEST CHICKEN RICE IS DOVER CRESCENT BLOCK 5!!
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,My friend lives in the east
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,The uncle is the real MVP
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,"Last Evolution? Charizard?

Me being a Pokemon fan i Am INSULTED (jk)

what about Mega charizard :<"
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,+aiken looks so tired in this ep omg get some rest aiken!!
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,"I really like chicken rice,it’s my favourite food"
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,I can tell that Ryan has been screaming a lot from his voice
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,Foodking come to woodlands 11 and admiralty
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,Dee Kosh on his phone during the Chicken Rice segment is legit <3 hahahahaha
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,yeah we get it the chicken rice might be the best but the son though🤤
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,I went to the wantan mee place before!It is near my tuition place!
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,PERANAKAN IS A STATE OF MIND.
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,"Damn, Deekosh a really good poker face. I really thought he was going to say the chicken rice is normal 😂😂😂"
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,They upgraded the surrounding area which was fast becoming unrecognisable.
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,"For all the good humor, I love watching Food King! The best!"
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,The son ia my favorite
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,The chicken rice store owner’s son is Soki Wu on tiktok thank me later
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,The chicken rice stall is really. Really. TRULY. Not that special. Zzzzzzzzz
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,Wassup guys I enjoy this and the intro
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,"charizard can mega evolve broooooo 14:19

Hmm"
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,The coffeeshop at the back of junction 8 I think it is the 511 one? It's pretty good.
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,11:11 Sounds Like MLBB Or Mobile Game
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,they should have tried the laksa there it is soooooo good (next to the wanton mee)
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,eii any1 actually notice the chicken rice shop son looks cute n handsome tho hmmm
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,"2mins = 25 comments, amazing"
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,"13:39 not Lamborghini, it’s the koenigsegg of chicken rice

search it up if u don’t know wat that is"
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,I just watched after my CCA... sorry
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,That son is the tik tok dancing guy...lmao
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,7:49 thank me later.
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,Finally you have featured the best chicken rice in SG ...
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,That ending 🤣🤣
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,Oh no!!! The food queue! Walaaaaooooo habis.... Just when I could eat there in peace XDDDD
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,Give Deekosh pun a like!
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,Omg why feature this chicken rice stall......it's already so crowded....damn
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,i remember when i come to singapore few years back...my husband brought me to this chicken place at katong. i remember i said to him..omg this is the best chicken rice i've tried in singapore. i totally luv it..same with ryan said..the set everything is just satisfying ..super duber niceee.
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,"Please do an edition for nasi lemak. I recommend soul food catering nasi lemak. Humble place, friendly owners, good fusion food nasi lemak :D"
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,Thank you for bringing back Food King show. The way I love it.
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,14:23 OH MY GOD SO HANDSOME??
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,Food King is the best but I want more Do it for the money it's my Favourite!
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,Omg Ryan have a new favourite peranakan restaurant
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,Damn cb Sia last part 🤣
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,The chicken rice stall owners son is also a tik tok star btw...
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,"The chicken rice’s owner’s son has a tik tok account. His username is Soki Wu





Your welcome"
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,Aiken lookin smart leh now.
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,Maybe all the tourists went to the Delicious Boneless Chicken Rice so thats why they said chicken rice is their favourite food in Singapore...
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,I wish we knew about the chicken rice stall back when we were there in May 😭
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,14:28 This is what us girls came for! :) 🥰 for he is Food King Good! :) ❤️⭐️⭐️⭐️
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,"but hor, the katong chicken not cheap. But but but......... i never eat roasted chicken but this stall changed my mind. They are legit good!"
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,did aiken get fitter ? lmao
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,My fav part is where the old man mentioned next number 33 XD
Food King Singapore: The Best Chicken Rice in Singapore! (Finally allowed us to feature them!),"Oct 25, 2019","179,438 views",414 Comments,,Really love dee kosh. He is so funny😂
